timestamp,port,fuel_type,price,data_type
2023-07-12T00:00:00Z,Mumbai,VLSFO,599.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-13T00:00:00Z,Fujairah,VLSFO,577.0,REAL_UPLOADED_DATA
2023-07-13T00:00:00Z,Mumbai,VLSFO,602.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-14T00:00:00Z,Fujairah,VLSFO,575.5,REAL_UPLOADED_DATA
2023-07-14T00:00:00Z,Mumbai,VLSFO,590.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-17T00:00:00Z,Fujairah,VLSFO,566.0,REAL_UPLOADED_DATA
2023-07-17T00:00:00Z,Mumbai,VLSFO,600.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-18T00:00:00Z,Fujairah,VLSFO,565.0,REAL_UPLOADED_DATA
2023-07-18T00:00:00Z,Mumbai,VLSFO,587.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-19T00:00:00Z,Fujairah,VLSFO,567.0,REAL_UPLOADED_DATA
2023-07-19T00:00:00Z,Mumbai,VLSFO,588.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-20T00:00:00Z,Fujairah,VLSFO,562.0,REAL_UPLOADED_DATA
2023-07-20T00:00:00Z,Mumbai,VLSFO,598.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-21T00:00:00Z,Fujairah,VLSFO,566.5,REAL_UPLOADED_DATA
2023-07-21T00:00:00Z,Mumbai,VLSFO,592.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-24T00:00:00Z,Fujairah,VLSFO,576.0,REAL_UPLOADED_DATA
2023-07-24T00:00:00Z,Mumbai,VLSFO,595.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-25T00:00:00Z,Fujairah,VLSFO,587.0,REAL_UPLOADED_DATA
2023-07-25T00:00:00Z,Mumbai,VLSFO,612.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-26T00:00:00Z,Fujairah,VLSFO,594.0,REAL_UPLOADED_DATA
2023-07-26T00:00:00Z,Mumbai,VLSFO,606.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-27T00:00:00Z,Fujairah,VLSFO,602.5,REAL_UPLOADED_DATA
2023-07-27T00:00:00Z,Mumbai,VLSFO,636.1,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-28T00:00:00Z,Fujairah,VLSFO,608.5,REAL_UPLOADED_DATA
2023-07-28T00:00:00Z,Mumbai,VLSFO,632.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-07-31T00:00:00Z,Fujairah,VLSFO,612.0,REAL_UPLOADED_DATA
2023-07-31T00:00:00Z,Mumbai,VLSFO,633.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-01T00:00:00Z,Fujairah,VLSFO,624.5,REAL_UPLOADED_DATA
2023-08-01T00:00:00Z,Mumbai,VLSFO,659.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-02T00:00:00Z,Fujairah,VLSFO,629.0,REAL_UPLOADED_DATA
2023-08-02T00:00:00Z,Mumbai,VLSFO,646.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-03T00:00:00Z,Fujairah,VLSFO,623.0,REAL_UPLOADED_DATA
2023-08-03T00:00:00Z,Mumbai,VLSFO,651.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-04T00:00:00Z,Fujairah,VLSFO,638.5,REAL_UPLOADED_DATA
2023-08-04T00:00:00Z,Mumbai,VLSFO,654.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-07T00:00:00Z,Fujairah,VLSFO,637.0,REAL_UPLOADED_DATA
2023-08-07T00:00:00Z,Mumbai,VLSFO,657.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-08T00:00:00Z,Fujairah,VLSFO,637.5,REAL_UPLOADED_DATA
2023-08-08T00:00:00Z,Mumbai,VLSFO,652.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-09T00:00:00Z,Fujairah,VLSFO,640.0,REAL_UPLOADED_DATA
2023-08-09T00:00:00Z,Mumbai,VLSFO,671.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-10T00:00:00Z,Fujairah,VLSFO,651.0,REAL_UPLOADED_DATA
2023-08-10T00:00:00Z,Mumbai,VLSFO,692.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-11T00:00:00Z,Fujairah,VLSFO,640.0,REAL_UPLOADED_DATA
2023-08-11T00:00:00Z,Mumbai,VLSFO,664.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-14T00:00:00Z,Fujairah,VLSFO,644.5,REAL_UPLOADED_DATA
2023-08-14T00:00:00Z,Mumbai,VLSFO,675.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-15T00:00:00Z,Fujairah,VLSFO,645.5,REAL_UPLOADED_DATA
2023-08-15T00:00:00Z,Mumbai,VLSFO,668.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-16T00:00:00Z,Fujairah,VLSFO,641.0,REAL_UPLOADED_DATA
2023-08-16T00:00:00Z,Mumbai,VLSFO,668.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-17T00:00:00Z,Fujairah,VLSFO,632.5,REAL_UPLOADED_DATA
2023-08-17T00:00:00Z,Mumbai,VLSFO,652.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-18T00:00:00Z,Fujairah,VLSFO,638.0,REAL_UPLOADED_DATA
2023-08-18T00:00:00Z,Mumbai,VLSFO,653.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-21T00:00:00Z,Fujairah,VLSFO,640.0,REAL_UPLOADED_DATA
2023-08-21T00:00:00Z,Mumbai,VLSFO,654.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-22T00:00:00Z,Fujairah,VLSFO,630.5,REAL_UPLOADED_DATA
2023-08-22T00:00:00Z,Mumbai,VLSFO,656.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-23T00:00:00Z,Fujairah,VLSFO,623.0,REAL_UPLOADED_DATA
2023-08-23T00:00:00Z,Mumbai,VLSFO,660.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-24T00:00:00Z,Fujairah,VLSFO,622.5,REAL_UPLOADED_DATA
2023-08-24T00:00:00Z,Mumbai,VLSFO,648.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-25T00:00:00Z,Fujairah,VLSFO,633.0,REAL_UPLOADED_DATA
2023-08-25T00:00:00Z,Mumbai,VLSFO,657.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-28T00:00:00Z,Fujairah,VLSFO,636.0,REAL_UPLOADED_DATA
2023-08-28T00:00:00Z,Mumbai,VLSFO,673.1,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-29T00:00:00Z,Fujairah,VLSFO,636.0,REAL_UPLOADED_DATA
2023-08-29T00:00:00Z,Mumbai,VLSFO,661.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-30T00:00:00Z,Fujairah,VLSFO,636.0,REAL_UPLOADED_DATA
2023-08-30T00:00:00Z,Mumbai,VLSFO,660.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-08-31T00:00:00Z,Fujairah,VLSFO,631.5,REAL_UPLOADED_DATA
2023-08-31T00:00:00Z,Mumbai,VLSFO,656.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-01T00:00:00Z,Fujairah,VLSFO,636.5,REAL_UPLOADED_DATA
2023-09-01T00:00:00Z,Mumbai,VLSFO,661.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-04T00:00:00Z,Fujairah,VLSFO,638.0,REAL_UPLOADED_DATA
2023-09-04T00:00:00Z,Mumbai,VLSFO,660.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-05T00:00:00Z,Fujairah,VLSFO,634.0,REAL_UPLOADED_DATA
2023-09-05T00:00:00Z,Mumbai,VLSFO,650.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-06T00:00:00Z,Fujairah,VLSFO,639.5,REAL_UPLOADED_DATA
2023-09-06T00:00:00Z,Mumbai,VLSFO,668.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-07T00:00:00Z,Fujairah,VLSFO,648.0,REAL_UPLOADED_DATA
2023-09-07T00:00:00Z,Mumbai,VLSFO,675.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-08T00:00:00Z,Fujairah,VLSFO,648.0,REAL_UPLOADED_DATA
2023-09-08T00:00:00Z,Mumbai,VLSFO,679.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-11T00:00:00Z,Fujairah,VLSFO,648.0,REAL_UPLOADED_DATA
2023-09-11T00:00:00Z,Mumbai,VLSFO,669.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-12T00:00:00Z,Fujairah,VLSFO,650.0,REAL_UPLOADED_DATA
2023-09-12T00:00:00Z,Mumbai,VLSFO,662.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-13T00:00:00Z,Fujairah,VLSFO,655.0,REAL_UPLOADED_DATA
2023-09-13T00:00:00Z,Mumbai,VLSFO,680.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-14T00:00:00Z,Fujairah,VLSFO,661.0,REAL_UPLOADED_DATA
2023-09-14T00:00:00Z,Mumbai,VLSFO,698.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-15T00:00:00Z,Fujairah,VLSFO,669.0,REAL_UPLOADED_DATA
2023-09-15T00:00:00Z,Mumbai,VLSFO,694.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-18T00:00:00Z,Fujairah,VLSFO,666.5,REAL_UPLOADED_DATA
2023-09-18T00:00:00Z,Mumbai,VLSFO,687.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-19T00:00:00Z,Fujairah,VLSFO,665.0,REAL_UPLOADED_DATA
2023-09-19T00:00:00Z,Mumbai,VLSFO,683.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-20T00:00:00Z,Fujairah,VLSFO,660.5,REAL_UPLOADED_DATA
2023-09-20T00:00:00Z,Mumbai,VLSFO,680.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-21T00:00:00Z,Fujairah,VLSFO,654.5,REAL_UPLOADED_DATA
2023-09-21T00:00:00Z,Mumbai,VLSFO,678.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-22T00:00:00Z,Fujairah,VLSFO,663.0,REAL_UPLOADED_DATA
2023-09-22T00:00:00Z,Mumbai,VLSFO,682.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-25T00:00:00Z,Fujairah,VLSFO,660.0,REAL_UPLOADED_DATA
2023-09-25T00:00:00Z,Mumbai,VLSFO,693.1,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-26T00:00:00Z,Fujairah,VLSFO,650.0,REAL_UPLOADED_DATA
2023-09-26T00:00:00Z,Mumbai,VLSFO,675.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-27T00:00:00Z,Fujairah,VLSFO,664.0,REAL_UPLOADED_DATA
2023-09-27T00:00:00Z,Mumbai,VLSFO,697.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-28T00:00:00Z,Fujairah,VLSFO,670.5,REAL_UPLOADED_DATA
2023-09-28T00:00:00Z,Mumbai,VLSFO,708.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-09-29T00:00:00Z,Fujairah,VLSFO,670.5,REAL_UPLOADED_DATA
2023-09-29T00:00:00Z,Mumbai,VLSFO,705.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-02T00:00:00Z,Fujairah,VLSFO,671.5,REAL_UPLOADED_DATA
2023-10-02T00:00:00Z,Mumbai,VLSFO,697.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-03T00:00:00Z,Fujairah,VLSFO,661.5,REAL_UPLOADED_DATA
2023-10-03T00:00:00Z,Mumbai,VLSFO,691.1,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-04T00:00:00Z,Fujairah,VLSFO,659.0,REAL_UPLOADED_DATA
2023-10-04T00:00:00Z,Mumbai,VLSFO,690.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-05T00:00:00Z,Fujairah,VLSFO,626.0,REAL_UPLOADED_DATA
2023-10-05T00:00:00Z,Mumbai,VLSFO,648.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-06T00:00:00Z,Fujairah,VLSFO,621.5,REAL_UPLOADED_DATA
2023-10-06T00:00:00Z,Mumbai,VLSFO,637.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-09T00:00:00Z,Fujairah,VLSFO,635.0,REAL_UPLOADED_DATA
2023-10-09T00:00:00Z,Mumbai,VLSFO,673.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-10T00:00:00Z,Fujairah,VLSFO,639.5,REAL_UPLOADED_DATA
2023-10-10T00:00:00Z,Mumbai,VLSFO,672.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-11T00:00:00Z,Fujairah,VLSFO,639.0,REAL_UPLOADED_DATA
2023-10-11T00:00:00Z,Mumbai,VLSFO,669.1,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-12T00:00:00Z,Fujairah,VLSFO,643.5,REAL_UPLOADED_DATA
2023-10-12T00:00:00Z,Mumbai,VLSFO,667.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-13T00:00:00Z,Fujairah,VLSFO,657.5,REAL_UPLOADED_DATA
2023-10-13T00:00:00Z,Mumbai,VLSFO,686.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-16T00:00:00Z,Fujairah,VLSFO,666.5,REAL_UPLOADED_DATA
2023-10-16T00:00:00Z,Mumbai,VLSFO,693.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-17T00:00:00Z,Fujairah,VLSFO,661.5,REAL_UPLOADED_DATA
2023-10-17T00:00:00Z,Mumbai,VLSFO,685.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-18T00:00:00Z,Fujairah,VLSFO,671.5,REAL_UPLOADED_DATA
2023-10-18T00:00:00Z,Mumbai,VLSFO,709.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-19T00:00:00Z,Fujairah,VLSFO,668.5,REAL_UPLOADED_DATA
2023-10-19T00:00:00Z,Mumbai,VLSFO,703.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-20T00:00:00Z,Fujairah,VLSFO,674.0,REAL_UPLOADED_DATA
2023-10-20T00:00:00Z,Mumbai,VLSFO,706.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-23T00:00:00Z,Fujairah,VLSFO,667.0,REAL_UPLOADED_DATA
2023-10-23T00:00:00Z,Mumbai,VLSFO,697.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-24T00:00:00Z,Fujairah,VLSFO,654.0,REAL_UPLOADED_DATA
2023-10-24T00:00:00Z,Mumbai,VLSFO,684.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-25T00:00:00Z,Fujairah,VLSFO,651.5,REAL_UPLOADED_DATA
2023-10-25T00:00:00Z,Mumbai,VLSFO,676.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-26T00:00:00Z,Fujairah,VLSFO,658.0,REAL_UPLOADED_DATA
2023-10-26T00:00:00Z,Mumbai,VLSFO,685.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-27T00:00:00Z,Fujairah,VLSFO,656.5,REAL_UPLOADED_DATA
2023-10-27T00:00:00Z,Mumbai,VLSFO,678.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-30T00:00:00Z,Fujairah,VLSFO,665.5,REAL_UPLOADED_DATA
2023-10-30T00:00:00Z,Mumbai,VLSFO,693.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-10-31T00:00:00Z,Fujairah,VLSFO,672.0,REAL_UPLOADED_DATA
2023-10-31T00:00:00Z,Mumbai,VLSFO,711.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-01T00:00:00Z,Fujairah,VLSFO,688.0,REAL_UPLOADED_DATA
2023-11-01T00:00:00Z,Mumbai,VLSFO,725.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-02T00:00:00Z,Fujairah,VLSFO,674.0,REAL_UPLOADED_DATA
2023-11-02T00:00:00Z,Mumbai,VLSFO,698.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-03T00:00:00Z,Fujairah,VLSFO,690.5,REAL_UPLOADED_DATA
2023-11-03T00:00:00Z,Mumbai,VLSFO,717.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-06T00:00:00Z,Fujairah,VLSFO,683.5,REAL_UPLOADED_DATA
2023-11-06T00:00:00Z,Mumbai,VLSFO,702.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-07T00:00:00Z,Fujairah,VLSFO,679.5,REAL_UPLOADED_DATA
2023-11-07T00:00:00Z,Mumbai,VLSFO,704.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-08T00:00:00Z,Fujairah,VLSFO,673.0,REAL_UPLOADED_DATA
2023-11-08T00:00:00Z,Mumbai,VLSFO,698.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-09T00:00:00Z,Fujairah,VLSFO,665.5,REAL_UPLOADED_DATA
2023-11-09T00:00:00Z,Mumbai,VLSFO,679.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-10T00:00:00Z,Fujairah,VLSFO,664.5,REAL_UPLOADED_DATA
2023-11-10T00:00:00Z,Mumbai,VLSFO,694.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-13T00:00:00Z,Fujairah,VLSFO,673.5,REAL_UPLOADED_DATA
2023-11-13T00:00:00Z,Mumbai,VLSFO,698.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-14T00:00:00Z,Fujairah,VLSFO,685.5,REAL_UPLOADED_DATA
2023-11-14T00:00:00Z,Mumbai,VLSFO,723.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-15T00:00:00Z,Fujairah,VLSFO,678.0,REAL_UPLOADED_DATA
2023-11-15T00:00:00Z,Mumbai,VLSFO,706.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-16T00:00:00Z,Fujairah,VLSFO,667.0,REAL_UPLOADED_DATA
2023-11-16T00:00:00Z,Mumbai,VLSFO,704.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-17T00:00:00Z,Fujairah,VLSFO,657.5,REAL_UPLOADED_DATA
2023-11-17T00:00:00Z,Mumbai,VLSFO,683.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-20T00:00:00Z,Fujairah,VLSFO,671.0,REAL_UPLOADED_DATA
2023-11-20T00:00:00Z,Mumbai,VLSFO,708.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-21T00:00:00Z,Fujairah,VLSFO,674.0,REAL_UPLOADED_DATA
2023-11-21T00:00:00Z,Mumbai,VLSFO,714.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-22T00:00:00Z,Fujairah,VLSFO,682.0,REAL_UPLOADED_DATA
2023-11-22T00:00:00Z,Mumbai,VLSFO,725.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-23T00:00:00Z,Fujairah,VLSFO,670.0,REAL_UPLOADED_DATA
2023-11-23T00:00:00Z,Mumbai,VLSFO,708.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-24T00:00:00Z,Fujairah,VLSFO,668.0,REAL_UPLOADED_DATA
2023-11-24T00:00:00Z,Mumbai,VLSFO,693.1,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-27T00:00:00Z,Fujairah,VLSFO,642.0,REAL_UPLOADED_DATA
2023-11-27T00:00:00Z,Mumbai,VLSFO,672.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-28T00:00:00Z,Fujairah,VLSFO,636.5,REAL_UPLOADED_DATA
2023-11-28T00:00:00Z,Mumbai,VLSFO,663.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-29T00:00:00Z,Fujairah,VLSFO,638.0,REAL_UPLOADED_DATA
2023-11-29T00:00:00Z,Mumbai,VLSFO,665.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-11-30T00:00:00Z,Fujairah,VLSFO,646.5,REAL_UPLOADED_DATA
2023-11-30T00:00:00Z,Mumbai,VLSFO,675.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-01T00:00:00Z,Fujairah,VLSFO,649.0,REAL_UPLOADED_DATA
2023-12-01T00:00:00Z,Mumbai,VLSFO,690.0,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-04T00:00:00Z,Fujairah,VLSFO,630.5,REAL_UPLOADED_DATA
2023-12-04T00:00:00Z,Mumbai,VLSFO,654.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-05T00:00:00Z,Fujairah,VLSFO,623.0,REAL_UPLOADED_DATA
2023-12-05T00:00:00Z,Mumbai,VLSFO,642.9,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-06T00:00:00Z,Fujairah,VLSFO,616.0,REAL_UPLOADED_DATA
2023-12-06T00:00:00Z,Mumbai,VLSFO,645.1,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-07T00:00:00Z,Fujairah,VLSFO,595.5,REAL_UPLOADED_DATA
2023-12-07T00:00:00Z,Mumbai,VLSFO,621.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-08T00:00:00Z,Fujairah,VLSFO,596.0,REAL_UPLOADED_DATA
2023-12-08T00:00:00Z,Mumbai,VLSFO,615.3,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-11T00:00:00Z,Fujairah,VLSFO,599.5,REAL_UPLOADED_DATA
2023-12-11T00:00:00Z,Mumbai,VLSFO,628.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-12T00:00:00Z,Fujairah,VLSFO,599.5,REAL_UPLOADED_DATA
2023-12-12T00:00:00Z,Mumbai,VLSFO,624.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-13T00:00:00Z,Fujairah,VLSFO,587.0,REAL_UPLOADED_DATA
2023-12-13T00:00:00Z,Mumbai,VLSFO,609.6,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-14T00:00:00Z,Fujairah,VLSFO,590.5,REAL_UPLOADED_DATA
2023-12-14T00:00:00Z,Mumbai,VLSFO,616.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-15T00:00:00Z,Fujairah,VLSFO,599.5,REAL_UPLOADED_DATA
2023-12-15T00:00:00Z,Mumbai,VLSFO,625.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-18T00:00:00Z,Fujairah,VLSFO,606.0,REAL_UPLOADED_DATA
2023-12-18T00:00:00Z,Mumbai,VLSFO,624.5,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-19T00:00:00Z,Fujairah,VLSFO,617.0,REAL_UPLOADED_DATA
2023-12-19T00:00:00Z,Mumbai,VLSFO,638.8,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-20T00:00:00Z,Fujairah,VLSFO,623.5,REAL_UPLOADED_DATA
2023-12-20T00:00:00Z,Mumbai,VLSFO,641.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-21T00:00:00Z,Fujairah,VLSFO,623.5,REAL_UPLOADED_DATA
2023-12-21T00:00:00Z,Mumbai,VLSFO,643.4,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-22T00:00:00Z,Fujairah,VLSFO,621.5,REAL_UPLOADED_DATA
2023-12-22T00:00:00Z,Mumbai,VLSFO,634.2,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-25T00:00:00Z,Fujairah,VLSFO,621.5,REAL_UPLOADED_DATA
2023-12-25T00:00:00Z,Mumbai,VLSFO,629.7,SYNTHETIC_ESTIMATE_NOT_REAL
2023-12-26T00:00:00Z,Fujairah,VLSFO,619.5,REAL_UPLOADED_DATA
