timestamp,port,fuel_type,price
2023-08-07T00:00:00Z,Singapore,MGO,897
2023-08-07T00:00:00Z,Singapore,VLSFO,643.5
2023-08-08T00:00:00Z,Fujairah,MGO,940.5
2023-08-08T00:00:00Z,Fujairah,VLSFO,637.5
2023-08-08T00:00:00Z,Singapore,MGO,887
2023-08-08T00:00:00Z,Singapore,VLSFO,637
2023-08-09T00:00:00Z,Fujairah,MGO,951.5
2023-08-09T00:00:00Z,Fujairah,VLSFO,640
2023-08-09T00:00:00Z,Singapore,MGO,902
2023-08-09T00:00:00Z,Singapore,VLSFO,640
2023-08-10T00:00:00Z,Fujairah,MGO,976.5
2023-08-10T00:00:00Z,Fujairah,VLSFO,651
2023-08-10T00:00:00Z,Singapore,MGO,944
2023-08-10T00:00:00Z,Singapore,VLSFO,663
2023-08-11T00:00:00Z,Fujairah,MGO,968
2023-08-11T00:00:00Z,Fujairah,VLSFO,640
2023-08-11T00:00:00Z,Singapore,MGO,923.5
2023-08-11T00:00:00Z,Singapore,VLSFO,653
2023-08-14T00:00:00Z,Fujairah,MGO,965
2023-08-14T00:00:00Z,Fujairah,VLSFO,644.5
2023-08-14T00:00:00Z,Singapore,MGO,920
2023-08-14T00:00:00Z,Singapore,VLSFO,650.5
2023-08-15T00:00:00Z,Fujairah,MGO,964
2023-08-15T00:00:00Z,Fujairah,VLSFO,645.5
2023-08-15T00:00:00Z,Singapore,MGO,915
2023-08-15T00:00:00Z,Singapore,VLSFO,651
2023-08-16T00:00:00Z,Fujairah,MGO,943.5
2023-08-16T00:00:00Z,Fujairah,VLSFO,641
2023-08-16T00:00:00Z,Singapore,MGO,896
2023-08-16T00:00:00Z,Singapore,VLSFO,647.5
2023-08-17T00:00:00Z,Fujairah,MGO,947
2023-08-17T00:00:00Z,Fujairah,VLSFO,632.5
2023-08-17T00:00:00Z,Singapore,MGO,889.5
2023-08-17T00:00:00Z,Singapore,VLSFO,640
2023-08-18T00:00:00Z,Fujairah,MGO,954
2023-08-18T00:00:00Z,Fujairah,VLSFO,638
2023-08-18T00:00:00Z,Singapore,MGO,897
2023-08-18T00:00:00Z,Singapore,VLSFO,641.5
2023-08-21T00:00:00Z,Fujairah,MGO,959
2023-08-21T00:00:00Z,Fujairah,VLSFO,640
2023-08-21T00:00:00Z,Singapore,MGO,907.5
2023-08-21T00:00:00Z,Singapore,VLSFO,647
2023-08-22T00:00:00Z,Fujairah,MGO,949
2023-08-22T00:00:00Z,Fujairah,VLSFO,630.5
2023-08-22T00:00:00Z,Singapore,MGO,892
2023-08-22T00:00:00Z,Singapore,VLSFO,635.5
2023-08-23T00:00:00Z,Fujairah,MGO,952.5
2023-08-23T00:00:00Z,Fujairah,VLSFO,623
2023-08-23T00:00:00Z,Singapore,MGO,892
2023-08-23T00:00:00Z,Singapore,VLSFO,629.5
2023-08-24T00:00:00Z,Fujairah,MGO,948
2023-08-24T00:00:00Z,Fujairah,VLSFO,622.5
2023-08-24T00:00:00Z,Singapore,MGO,895.5
2023-08-24T00:00:00Z,Singapore,VLSFO,629
2023-08-25T00:00:00Z,Fujairah,MGO,959
2023-08-25T00:00:00Z,Fujairah,VLSFO,633
2023-08-25T00:00:00Z,Singapore,MGO,908.5
2023-08-25T00:00:00Z,Singapore,VLSFO,636.5
2023-08-28T00:00:00Z,Fujairah,MGO,976.5
2023-08-28T00:00:00Z,Fujairah,VLSFO,636
2023-08-28T00:00:00Z,Singapore,MGO,931
2023-08-28T00:00:00Z,Singapore,VLSFO,643
2023-08-29T00:00:00Z,Fujairah,MGO,948.5
2023-08-29T00:00:00Z,Fujairah,VLSFO,636
2023-08-29T00:00:00Z,Singapore,MGO,924
2023-08-29T00:00:00Z,Singapore,VLSFO,642
2023-08-30T00:00:00Z,Fujairah,MGO,951.5
2023-08-30T00:00:00Z,Fujairah,VLSFO,636
2023-08-30T00:00:00Z,Singapore,MGO,924
2023-08-30T00:00:00Z,Singapore,VLSFO,640
2023-08-31T00:00:00Z,Fujairah,MGO,948
2023-08-31T00:00:00Z,Fujairah,VLSFO,631.5
2023-08-31T00:00:00Z,Singapore,MGO,907
2023-08-31T00:00:00Z,Singapore,VLSFO,637
2023-09-01T00:00:00Z,Fujairah,MGO,944
2023-09-01T00:00:00Z,Fujairah,VLSFO,636.5
2023-09-01T00:00:00Z,Singapore,MGO,916.5
2023-09-01T00:00:00Z,Singapore,VLSFO,641.5
2023-09-04T00:00:00Z,Fujairah,MGO,947.5
2023-09-04T00:00:00Z,Fujairah,VLSFO,638
2023-09-04T00:00:00Z,Singapore,MGO,913.5
2023-09-04T00:00:00Z,Singapore,VLSFO,641.5
2023-09-05T00:00:00Z,Fujairah,MGO,942.5
2023-09-05T00:00:00Z,Fujairah,VLSFO,634
2023-09-05T00:00:00Z,Singapore,MGO,919.5
2023-09-05T00:00:00Z,Singapore,VLSFO,642
2023-09-06T00:00:00Z,Fujairah,MGO,952.5
2023-09-06T00:00:00Z,Fujairah,VLSFO,639.5
2023-09-06T00:00:00Z,Singapore,MGO,935.5
2023-09-06T00:00:00Z,Singapore,VLSFO,645.5
2023-09-07T00:00:00Z,Fujairah,MGO,956
2023-09-07T00:00:00Z,Fujairah,VLSFO,648
2023-09-07T00:00:00Z,Singapore,MGO,931
2023-09-07T00:00:00Z,Singapore,VLSFO,655.5
2023-09-08T00:00:00Z,Fujairah,MGO,961.5
2023-09-08T00:00:00Z,Fujairah,VLSFO,648
2023-09-08T00:00:00Z,Singapore,MGO,940.5
2023-09-08T00:00:00Z,Singapore,VLSFO,655.5
2023-09-11T00:00:00Z,Fujairah,MGO,971.5
2023-09-11T00:00:00Z,Fujairah,VLSFO,648
2023-09-11T00:00:00Z,Singapore,MGO,949
2023-09-11T00:00:00Z,Singapore,VLSFO,653.5
2023-09-12T00:00:00Z,Fujairah,MGO,974.5
2023-09-12T00:00:00Z,Fujairah,VLSFO,650
2023-09-12T00:00:00Z,Singapore,MGO,959
2023-09-12T00:00:00Z,Singapore,VLSFO,653
2023-09-13T00:00:00Z,Fujairah,MGO,971
2023-09-13T00:00:00Z,Fujairah,VLSFO,655
2023-09-13T00:00:00Z,Singapore,MGO,955
2023-09-13T00:00:00Z,Singapore,VLSFO,662
2023-09-14T00:00:00Z,Fujairah,MGO,984.5
2023-09-14T00:00:00Z,Fujairah,VLSFO,661
2023-09-14T00:00:00Z,Singapore,MGO,963.5
2023-09-14T00:00:00Z,Singapore,VLSFO,670.5
2023-09-15T00:00:00Z,Fujairah,MGO,986
2023-09-15T00:00:00Z,Fujairah,VLSFO,669
2023-09-15T00:00:00Z,Singapore,MGO,981
2023-09-15T00:00:00Z,Singapore,VLSFO,676
2023-09-18T00:00:00Z,Fujairah,MGO,983.5
2023-09-18T00:00:00Z,Fujairah,VLSFO,666.5
2023-09-18T00:00:00Z,Singapore,MGO,968.5
2023-09-18T00:00:00Z,Singapore,VLSFO,678
2023-09-19T00:00:00Z,Fujairah,MGO,975.5
2023-09-19T00:00:00Z,Fujairah,VLSFO,665
2023-09-19T00:00:00Z,Singapore,MGO,952
2023-09-19T00:00:00Z,Singapore,VLSFO,674
2023-09-20T00:00:00Z,Fujairah,MGO,977
2023-09-20T00:00:00Z,Fujairah,VLSFO,660.5
2023-09-20T00:00:00Z,Singapore,MGO,941
2023-09-20T00:00:00Z,Singapore,VLSFO,672
2023-09-21T00:00:00Z,Fujairah,MGO,975
2023-09-21T00:00:00Z,Fujairah,VLSFO,654.5
2023-09-21T00:00:00Z,Singapore,MGO,948.5
2023-09-21T00:00:00Z,Singapore,VLSFO,665
2023-09-22T00:00:00Z,Fujairah,MGO,982.5
2023-09-22T00:00:00Z,Fujairah,VLSFO,663
2023-09-22T00:00:00Z,Singapore,MGO,955
2023-09-22T00:00:00Z,Singapore,VLSFO,667.5
2023-09-25T00:00:00Z,Fujairah,MGO,980
2023-09-25T00:00:00Z,Fujairah,VLSFO,660
2023-09-25T00:00:00Z,Singapore,MGO,954.5
2023-09-25T00:00:00Z,Singapore,VLSFO,666
2023-09-26T00:00:00Z,Fujairah,MGO,965
2023-09-26T00:00:00Z,Fujairah,VLSFO,650
2023-09-26T00:00:00Z,Singapore,MGO,929.5
2023-09-26T00:00:00Z,Singapore,VLSFO,666
2023-09-27T00:00:00Z,Fujairah,MGO,969.5
2023-09-27T00:00:00Z,Fujairah,VLSFO,664
2023-09-27T00:00:00Z,Singapore,MGO,942
2023-09-27T00:00:00Z,Singapore,VLSFO,680
2023-09-28T00:00:00Z,Fujairah,MGO,975.5
2023-09-28T00:00:00Z,Fujairah,VLSFO,670.5
2023-09-28T00:00:00Z,Singapore,MGO,959
2023-09-28T00:00:00Z,Singapore,VLSFO,684
2023-09-29T00:00:00Z,Fujairah,MGO,994
2023-09-29T00:00:00Z,Fujairah,VLSFO,670.5
2023-09-29T00:00:00Z,Singapore,MGO,973
2023-09-29T00:00:00Z,Singapore,VLSFO,682.5
2023-10-02T00:00:00Z,Fujairah,MGO,977.5
2023-10-02T00:00:00Z,Fujairah,VLSFO,671.5
2023-10-02T00:00:00Z,Singapore,MGO,971
2023-10-02T00:00:00Z,Singapore,VLSFO,684
2023-10-03T00:00:00Z,Fujairah,MGO,973
2023-10-03T00:00:00Z,Fujairah,VLSFO,661.5
2023-10-03T00:00:00Z,Singapore,MGO,939.5
2023-10-03T00:00:00Z,Singapore,VLSFO,677.5
2023-10-04T00:00:00Z,Fujairah,MGO,966
2023-10-04T00:00:00Z,Fujairah,VLSFO,659
2023-10-04T00:00:00Z,Singapore,MGO,928.5
2023-10-04T00:00:00Z,Singapore,VLSFO,672
2023-10-05T00:00:00Z,Fujairah,MGO,943.5
2023-10-05T00:00:00Z,Fujairah,VLSFO,626
2023-10-05T00:00:00Z,Singapore,MGO,871.5
2023-10-05T00:00:00Z,Singapore,VLSFO,632
2023-10-06T00:00:00Z,Fujairah,MGO,918.5
2023-10-06T00:00:00Z,Fujairah,VLSFO,621.5
2023-10-06T00:00:00Z,Singapore,MGO,848.5
2023-10-06T00:00:00Z,Singapore,VLSFO,634.5
2023-10-09T00:00:00Z,Fujairah,MGO,933
2023-10-09T00:00:00Z,Fujairah,VLSFO,635
2023-10-09T00:00:00Z,Singapore,MGO,890.5
2023-10-09T00:00:00Z,Singapore,VLSFO,655
2023-10-10T00:00:00Z,Fujairah,MGO,927
2023-10-10T00:00:00Z,Fujairah,VLSFO,639.5
2023-10-10T00:00:00Z,Singapore,MGO,869.5
2023-10-10T00:00:00Z,Singapore,VLSFO,650
2023-10-11T00:00:00Z,Fujairah,MGO,941
2023-10-11T00:00:00Z,Fujairah,VLSFO,639
2023-10-11T00:00:00Z,Singapore,MGO,888.5
2023-10-11T00:00:00Z,Singapore,VLSFO,655
2023-10-12T00:00:00Z,Fujairah,MGO,935.5
2023-10-12T00:00:00Z,Fujairah,VLSFO,643.5
2023-10-12T00:00:00Z,Singapore,MGO,883.5
2023-10-12T00:00:00Z,Singapore,VLSFO,660
2023-10-13T00:00:00Z,Fujairah,MGO,954.5
2023-10-13T00:00:00Z,Fujairah,VLSFO,657.5
2023-10-13T00:00:00Z,Singapore,MGO,889
2023-10-13T00:00:00Z,Singapore,VLSFO,663.5
2023-10-16T00:00:00Z,Fujairah,MGO,960
2023-10-16T00:00:00Z,Fujairah,VLSFO,666.5
2023-10-16T00:00:00Z,Singapore,MGO,911.5
2023-10-16T00:00:00Z,Singapore,VLSFO,680.5
2023-10-17T00:00:00Z,Fujairah,MGO,959
2023-10-17T00:00:00Z,Fujairah,VLSFO,661.5
2023-10-17T00:00:00Z,Singapore,MGO,897
2023-10-17T00:00:00Z,Singapore,VLSFO,672.5
2023-10-18T00:00:00Z,Fujairah,MGO,964
2023-10-18T00:00:00Z,Fujairah,VLSFO,671.5
2023-10-18T00:00:00Z,Singapore,MGO,903.5
2023-10-18T00:00:00Z,Singapore,VLSFO,683.5
2023-10-19T00:00:00Z,Fujairah,MGO,961
2023-10-19T00:00:00Z,Fujairah,VLSFO,668.5
2023-10-19T00:00:00Z,Singapore,MGO,886.5
2023-10-19T00:00:00Z,Singapore,VLSFO,680.5
2023-10-20T00:00:00Z,Fujairah,MGO,978
2023-10-20T00:00:00Z,Fujairah,VLSFO,674
2023-10-20T00:00:00Z,Singapore,MGO,899
2023-10-20T00:00:00Z,Singapore,VLSFO,686
2023-10-23T00:00:00Z,Fujairah,MGO,969.5
2023-10-23T00:00:00Z,Fujairah,VLSFO,667
2023-10-23T00:00:00Z,Singapore,MGO,897.5
2023-10-23T00:00:00Z,Singapore,VLSFO,681.5
2023-10-24T00:00:00Z,Fujairah,MGO,951.5
2023-10-24T00:00:00Z,Fujairah,VLSFO,654
2023-10-24T00:00:00Z,Singapore,MGO,902
2023-10-24T00:00:00Z,Singapore,VLSFO,666.5
2023-10-25T00:00:00Z,Fujairah,MGO,947
2023-10-25T00:00:00Z,Fujairah,VLSFO,651.5
2023-10-25T00:00:00Z,Singapore,MGO,863
2023-10-25T00:00:00Z,Singapore,VLSFO,661
2023-10-26T00:00:00Z,Fujairah,MGO,958
2023-10-26T00:00:00Z,Fujairah,VLSFO,658
2023-10-26T00:00:00Z,Singapore,MGO,868
2023-10-26T00:00:00Z,Singapore,VLSFO,667
2023-10-27T00:00:00Z,Fujairah,MGO,957.5
2023-10-27T00:00:00Z,Fujairah,VLSFO,656.5
2023-10-27T00:00:00Z,Singapore,MGO,878.5
2023-10-27T00:00:00Z,Singapore,VLSFO,668
2023-10-30T00:00:00Z,Fujairah,MGO,961
2023-10-30T00:00:00Z,Fujairah,VLSFO,665.5
2023-10-30T00:00:00Z,Singapore,MGO,861
2023-10-30T00:00:00Z,Singapore,VLSFO,672
2023-10-31T00:00:00Z,Fujairah,MGO,963
2023-10-31T00:00:00Z,Fujairah,VLSFO,672
2023-10-31T00:00:00Z,Singapore,MGO,853
2023-10-31T00:00:00Z,Singapore,VLSFO,677
2023-11-01T00:00:00Z,Fujairah,MGO,970
2023-11-01T00:00:00Z,Fujairah,VLSFO,688
2023-11-01T00:00:00Z,Singapore,MGO,848
2023-11-01T00:00:00Z,Singapore,VLSFO,700
2023-11-02T00:00:00Z,Fujairah,MGO,972.5
2023-11-02T00:00:00Z,Fujairah,VLSFO,674
2023-11-02T00:00:00Z,Singapore,MGO,854
2023-11-02T00:00:00Z,Singapore,VLSFO,687
2023-11-03T00:00:00Z,Fujairah,MGO,977.5
2023-11-03T00:00:00Z,Fujairah,VLSFO,690.5
2023-11-03T00:00:00Z,Singapore,MGO,866
2023-11-03T00:00:00Z,Singapore,VLSFO,694
2023-11-06T00:00:00Z,Fujairah,MGO,953.5
2023-11-06T00:00:00Z,Fujairah,VLSFO,683.5
2023-11-06T00:00:00Z,Singapore,MGO,844
2023-11-06T00:00:00Z,Singapore,VLSFO,690.5
2023-11-07T00:00:00Z,Fujairah,MGO,950
2023-11-07T00:00:00Z,Fujairah,VLSFO,679.5
2023-11-07T00:00:00Z,Singapore,MGO,834.5
2023-11-07T00:00:00Z,Singapore,VLSFO,682.5
2023-11-08T00:00:00Z,Fujairah,MGO,937
2023-11-08T00:00:00Z,Fujairah,VLSFO,673
2023-11-08T00:00:00Z,Singapore,MGO,805
2023-11-08T00:00:00Z,Singapore,VLSFO,677.5
2023-11-09T00:00:00Z,Fujairah,MGO,928
2023-11-09T00:00:00Z,Fujairah,VLSFO,665.5
2023-11-09T00:00:00Z,Singapore,MGO,785.5
2023-11-09T00:00:00Z,Singapore,VLSFO,666.5
2023-11-10T00:00:00Z,Fujairah,MGO,925.5
2023-11-10T00:00:00Z,Fujairah,VLSFO,664.5
2023-11-10T00:00:00Z,Singapore,MGO,781
2023-11-10T00:00:00Z,Singapore,VLSFO,679
2023-11-13T00:00:00Z,Fujairah,MGO,910.5
2023-11-13T00:00:00Z,Fujairah,VLSFO,673.5
2023-11-13T00:00:00Z,Singapore,MGO,774.5
2023-11-13T00:00:00Z,Singapore,VLSFO,682
2023-11-14T00:00:00Z,Fujairah,MGO,921.5
2023-11-14T00:00:00Z,Fujairah,VLSFO,685.5
2023-11-14T00:00:00Z,Singapore,MGO,797.5
2023-11-14T00:00:00Z,Singapore,VLSFO,694
2023-11-15T00:00:00Z,Fujairah,MGO,919
2023-11-15T00:00:00Z,Fujairah,VLSFO,678
2023-11-15T00:00:00Z,Singapore,MGO,796.5
2023-11-15T00:00:00Z,Singapore,VLSFO,692.5
2023-11-16T00:00:00Z,Fujairah,MGO,924
2023-11-16T00:00:00Z,Fujairah,VLSFO,667
2023-11-16T00:00:00Z,Singapore,MGO,806.5
2023-11-16T00:00:00Z,Singapore,VLSFO,683
2023-11-17T00:00:00Z,Fujairah,MGO,915
2023-11-17T00:00:00Z,Fujairah,VLSFO,657.5
2023-11-17T00:00:00Z,Singapore,MGO,779.5
2023-11-17T00:00:00Z,Singapore,VLSFO,678
2023-11-20T00:00:00Z,Fujairah,MGO,910
2023-11-20T00:00:00Z,Fujairah,VLSFO,671
2023-11-20T00:00:00Z,Singapore,MGO,782.5
2023-11-20T00:00:00Z,Singapore,VLSFO,706
2023-11-21T00:00:00Z,Fujairah,MGO,923.5
2023-11-21T00:00:00Z,Fujairah,VLSFO,674
2023-11-21T00:00:00Z,Singapore,MGO,796.5
2023-11-21T00:00:00Z,Singapore,VLSFO,717
2023-11-22T00:00:00Z,Fujairah,MGO,930
2023-11-22T00:00:00Z,Fujairah,VLSFO,682
2023-11-22T00:00:00Z,Singapore,MGO,808
2023-11-22T00:00:00Z,Singapore,VLSFO,715.5
2023-11-23T00:00:00Z,Fujairah,MGO,922.5
2023-11-23T00:00:00Z,Fujairah,VLSFO,670
2023-11-23T00:00:00Z,Singapore,MGO,800
2023-11-23T00:00:00Z,Singapore,VLSFO,708
2023-11-24T00:00:00Z,Fujairah,MGO,917
2023-11-24T00:00:00Z,Fujairah,VLSFO,668
2023-11-24T00:00:00Z,Singapore,MGO,795
2023-11-24T00:00:00Z,Singapore,VLSFO,698
2023-11-27T00:00:00Z,Fujairah,MGO,910
2023-11-27T00:00:00Z,Fujairah,VLSFO,642
2023-11-27T00:00:00Z,Singapore,MGO,792
2023-11-27T00:00:00Z,Singapore,VLSFO,663.5
2023-11-28T00:00:00Z,Fujairah,MGO,915
2023-11-28T00:00:00Z,Fujairah,VLSFO,636.5
2023-11-28T00:00:00Z,Singapore,MGO,789
2023-11-28T00:00:00Z,Singapore,VLSFO,651.5
2023-11-29T00:00:00Z,Fujairah,MGO,920
2023-11-29T00:00:00Z,Fujairah,VLSFO,638
2023-11-29T00:00:00Z,Singapore,MGO,798
2023-11-29T00:00:00Z,Singapore,VLSFO,658
2023-11-30T00:00:00Z,Fujairah,MGO,921.5
2023-11-30T00:00:00Z,Fujairah,VLSFO,646.5
2023-11-30T00:00:00Z,Singapore,MGO,804.5
2023-11-30T00:00:00Z,Singapore,VLSFO,666.5
2023-12-01T00:00:00Z,Fujairah,MGO,927.5
2023-12-01T00:00:00Z,Fujairah,VLSFO,649
2023-12-01T00:00:00Z,Singapore,MGO,785.5
2023-12-01T00:00:00Z,Singapore,VLSFO,670.5
2023-12-04T00:00:00Z,Fujairah,MGO,904
2023-12-04T00:00:00Z,Fujairah,VLSFO,630.5
2023-12-04T00:00:00Z,Singapore,MGO,765.5
2023-12-04T00:00:00Z,Singapore,VLSFO,643.5
2023-12-05T00:00:00Z,Fujairah,MGO,889.5
2023-12-05T00:00:00Z,Fujairah,VLSFO,623
2023-12-05T00:00:00Z,Singapore,MGO,756.5
2023-12-05T00:00:00Z,Singapore,VLSFO,631.5
2023-12-06T00:00:00Z,Fujairah,MGO,898
2023-12-06T00:00:00Z,Fujairah,VLSFO,616
2023-12-06T00:00:00Z,Singapore,MGO,751.5
